,task_id,problem,seed,success,test_cases_passed,test_cases_total,runtime,local_tests,local_test_state,iteration_idx
160,handling-sum-queries-after-update,"
from typing import List

def handleQuery(nums1: List[int], nums2: List[int], queries: List[List[int]]) -> List[int]:
    result = []
    
    for query in queries:
        if query[0] == 1:
            l, r = query[1], query[2]
            for i in range(l, r + 1):
                nums1[i] = 1 - nums1[i]
        elif query[0] == 2:
            p = query[1]
            for i in range(len(nums2)):
                nums2[i] += nums1[i] * p
        elif query[0] == 3:
            result.append(sum(nums2))
    
    return result
",17,False,72,77,,"**Tests that the code passed:**

assert handleQuery([1,0,1], [0,0,0], [[1,1,1],[2,1,0],[3,0,0]]) == [3]
assert handleQuery([1], [5], [[2,0,0],[3,0,0]]) == [5]

**Tests that the code failed:**

No tests failed.
","(True, True)",0
161,handling-sum-queries-after-update,"from typing import List

class SegmentTree:
    def __init__(self, n):
        self.n = n
        self.tree = [0] * (4 * n)
        self.lazy = [0] * (4 * n)

    def update_range(self, start, end, l, r, node, value):
        if self.lazy[node] != 0:
            self.tree[node] = (end - start + 1) - self.tree[node]
            if start != end:
                self.lazy[node * 2 + 1] ^= 1
                self.lazy[node * 2 + 2] ^= 1
            self.lazy[node] = 0

        if start > end or start > r or end < l:
            return

        if start >= l and end <= r:
            self.tree[node] = (end - start + 1) - self.tree[node]
            if start != end:
                self.lazy[node * 2 + 1] ^= 1
                self.lazy[node * 2 + 2] ^= 1
            return

        mid = (start + end) // 2
        self.update_range(start, mid, l, r, node * 2 + 1, value)
        self.update_range(mid + 1, end, l, r, node * 2 + 2, value)
        self.tree[node] = self.tree[node * 2 + 1] + self.tree[node * 2 + 2]

    def query_range(self, start, end, l, r, node):
        if self.lazy[node] != 0:
            self.tree[node] = (end - start + 1) - self.tree[node]
            if start != end:
                self.lazy[node * 2 + 1] ^= 1
                self.lazy[node * 2 + 2] ^= 1
            self.lazy[node] = 0

        if start > end or start > r or end < l:
            return 0

        if start >= l and end <= r:
            return self.tree[node]

        mid = (start + end) // 2
        left_query = self.query_range(start, mid, l, r, node * 2 + 1)
        right_query = self.query_range(mid + 1, end, l, r, node * 2 + 2)
        return left_query + right_query

def handleQuery(nums1: List[int], nums2: List[int], queries: List[List[int]]) -> List[int]:
    n = len(nums1)
    result = []
    seg_tree = SegmentTree(n)
    
    for i in range(n):
        if nums1[i] == 1:
            seg_tree.update_range(0, n - 1, i, i, 0, 1)
    
    total_addition = 0
    
    for query in queries:
        if query[0] == 1:
            l, r = query[1], query[2]
            seg_tree.update_range(0, n - 1, l, r, 0, 1)
        elif query[0] == 2:
            p = query[1]
            total_addition += p * seg_tree.query_range(0, n - 1, 0, n - 1, 0)
        elif query[0] == 3:
            result.append(sum(nums2) + total_addition)
    
    return result",17,False,0,77,,"**Tests that the code passed:**

assert handleQuery([1,0,1], [0,0,0], [[1,1,1],[2,1,0],[3,0,0]]) == [3]
assert handleQuery([1], [5], [[2,0,0],[3,0,0]]) == [5]

**Tests that the code failed:**

No tests failed.
","(True, True)",1
162,subsequence-with-the-minimum-score,"
def minimumScore(s: str, t: str) -> int:
    n, m = len(s), len(t)
    
    # Calculate the leftmost positions where t can be a subsequence of s
    left = [-1] * m
    j = 0
    for i in range(n):
        if j < m and s[i] == t[j]:
            left[j] = i
            j += 1
    
    # Calculate the rightmost positions where t can be a subsequence of s
    right = [-1] * m
    j = m - 1
    for i in range(n - 1, -1, -1):
        if j >= 0 and s[i] == t[j]:
            right[j] = i
            j -= 1
    
    # If t is already a subsequence of s, the minimum score is 0
    if left[-1] != -1:
        return 0
    
    # Calculate the minimum score by removing characters from t
    min_score = float('inf')
    for i in range(m):
        if left[i] != -1:
            min_score = min(min_score, right[i] - left[i] + 1)
    
    return min_score
",17,False,0,54,,"**Tests that the code passed:**

No tests passed.


**Tests that the code failed:**

assert minimumScore(""abacaba"", ""bzaa"") == 1 # ERROR: This unit test fails. Output was -1, but expected value was: 1
assert minimumScore(""cde"", ""xyz"") == 3 # ERROR: This unit test fails. Output was inf, but expected value was: 3","(False, False)",0
163,subsequence-with-the-minimum-score,"from typing import List

def minimumScore(s: str, t: str) -> int:
    n, m = len(s), len(t)
    
    # Calculate the leftmost positions where t can be a subsequence of s
    left = [-1] * m
    j = 0
    for i in range(n):
        if j < m and s[i] == t[j]:
            left[j] = i
            j += 1
    
    # Calculate the rightmost positions where t can be a subsequence of s
    right = [-1] * m
    j = m - 1
    for i in range(n - 1, -1, -1):
        if j >= 0 and s[i] == t[j]:
            right[j] = i
            j -= 1
    
    # If t is already a subsequence of s, the minimum score is 0
    if left[-1] != -1:
        return 0
    
    # Calculate the minimum score by removing characters from t using a two-pointer technique
    min_score = float('inf')
    j = 0
    for i in range(m):
        while j < m and (right[j] == -1 or right[j] < left[i]):
            j += 1
        if j < m and left[i] != -1 and right[j] != -1:
            min_score = min(min_score, right[j] - left[i] + 1)
    
    # If no valid indices are found, return the length of t
    if min_score == float('inf'):
        return m
    
    return min_score",17,False,-1,-1,-1,,,1
164,minimum-number-of-visited-cells-in-a-grid,"
from typing import List
from collections import deque

def minimumVisitedCells(grid: List[List[int]]) -> int:
    m, n = len(grid), len(grid[0])
    directions = [(0, 1), (1, 0)]  # rightward and downward movements
    queue = deque([(0, 0, 1)])  # (row, col, steps)
    visited = set((0, 0))
    
    while queue:
        i, j, steps = queue.popleft()
        
        if i == m - 1 and j == n - 1:
            return steps
        
        for di, dj in directions:
            for k in range(1, grid[i][j] + 1):
                ni, nj = i + di * k, j + dj * k
                if 0 <= ni < m and 0 <= nj < n and (ni, nj) not in visited:
                    visited.add((ni, nj))
                    queue.append((ni, nj, steps + 1))
    
    return -1
",17,False,0,0,-1,"**Tests that the code passed:**

assert minimumVisitedCells([[3,4,2,1],[4,2,3,1],[2,1,0,0],[2,4,0,0]]) == 4
assert minimumVisitedCells([[3,4,2,1],[4,2,1,1],[2,1,1,0],[3,4,1,0]]) == 3
assert minimumVisitedCells([[2,1,0],[1,0,0]]) == -1

**Tests that the code failed:**

No tests failed.
","(True, True, True)",0
165,minimum-number-of-visited-cells-in-a-grid,"from typing import List
from collections import deque

def minimumVisitedCells(grid: List[List[int]]) -> int:
    m, n = len(grid), len(grid[0])
    directions = [(0, 1), (1, 0)]  # rightward and downward movements
    queue = deque([(1, 0, 0)])  # (steps, row, col)
    visited = set([(0, 0)])
    
    while queue:
        steps, i, j = queue.popleft()
        
        if i == m - 1 and j == n - 1:
            return steps
        
        for di, dj in directions:
            for k in range(1, grid[i][j] + 1):
                ni, nj = i + di * k, j + dj * k
                if 0 <= ni < m and 0 <= nj < n and (ni, nj) not in visited:
                    visited.add((ni, nj))
                    queue.append((steps + 1, ni, nj))
    
    return -1",17,False,0,0,-1,"**Tests that the code passed:**

assert minimumVisitedCells([[3,4,2,1],[4,2,3,1],[2,1,0,0],[2,4,0,0]]) == 4
assert minimumVisitedCells([[3,4,2,1],[4,2,1,1],[2,1,1,0],[3,4,1,0]]) == 3
assert minimumVisitedCells([[2,1,0],[1,0,0]]) == -1

**Tests that the code failed:**

No tests failed.
","(True, True, True)",1
166,rearranging-fruits,"
from typing import List
from collections import Counter

def minCost(basket1: List[int], basket2: List[int]) -> int:
    count1 = Counter(basket1)
    count2 = Counter(basket2)
    
    # Check if it's possible to make both baskets equal
    for fruit in set(basket1 + basket2):
        if (count1[fruit] + count2[fruit]) % 2 != 0:
            return -1
    
    # Calculate the minimum cost to make both baskets equal
    swaps = []
    for fruit in set(basket1 + basket2):
        diff = abs(count1[fruit] - count2[fruit]) // 2
        if count1[fruit] > count2[fruit]:
            swaps.extend([fruit] * diff)
        elif count2[fruit] > count1[fruit]:
            swaps.extend([fruit] * diff)
    
    swaps.sort()
    min_cost = 0
    for i in range(len(swaps) // 2):
        min_cost += swaps[i]
    
    return min_cost
",17,False,20,40,,"**Tests that the code passed:**

assert minCost([4,2,2,2], [1,4,1,2]) == 1
assert minCost([2,3,4,1], [3,2,5,1]) == -1

**Tests that the code failed:**

No tests failed.
","(True, True)",0
167,rearranging-fruits,"from typing import List
from collections import Counter
import heapq

def minCost(basket1: List[int], basket2: List[int]) -> int:
    # Check if baskets are already equal
    if sorted(basket1) == sorted(basket2):
        return 0
    
    count1 = Counter(basket1)
    count2 = Counter(basket2)
    
    # Check if it's possible to make both baskets equal
    for fruit in set(basket1 + basket2):
        if (count1[fruit] + count2[fruit]) % 2 != 0:
            return -1
    
    # Calculate the minimum cost to make both baskets equal
    swaps = []
    for fruit in set(basket1 + basket2):
        diff = abs(count1[fruit] - count2[fruit]) // 2
        if count1[fruit] > count2[fruit]:
            swaps.extend([fruit] * diff)
        elif count2[fruit] > count1[fruit]:
            swaps.extend([fruit] * diff)
    
    # Use a min-heap to find the smallest elements efficiently
    heapq.heapify(swaps)
    min_cost = 0
    for _ in range(len(swaps) // 2):
        min_cost += heapq.heappop(swaps)
    
    return min_cost",17,False,20,40,,"**Tests that the code passed:**

assert minCost([4,2,2,2], [1,4,1,2]) == 1
assert minCost([2,3,4,1], [3,2,5,1]) == -1

**Tests that the code failed:**

No tests failed.
","(True, True)",1
168,lexicographically-smallest-beautiful-string,"
def smallestBeautifulString(s: str, k: int) -> str:
    def is_beautiful(s: str) -> bool:
        for i in range(len(s) - 1):
            if s[i] == s[i + 1]:
                return False
        for i in range(len(s) - 2):
            if s[i] == s[i + 2]:
                return False
        return True

    n = len(s)
    s = list(s)
    
    for i in range(n - 1, -1, -1):
        for j in range(ord(s[i]) - ord('a') + 1, k):
            s[i] = chr(ord('a') + j)
            if is_beautiful(s[:i + 1]):
                for l in range(i + 1, n):
                    for m in range(k):
                        s[l] = chr(ord('a') + m)
                        if is_beautiful(s[:l + 1]):
                            break
                return ''.join(s)
        s[i] = 'a'
    
    return """"
",17,False,1042,1054,,"**Tests that the code passed:**

assert smallestBeautifulString(""abcz"", 26) == ""abda""
assert smallestBeautifulString(""dc"", 4) == """"

**Tests that the code failed:**

No tests failed.
","(True, True)",0
169,lexicographically-smallest-beautiful-string,"def smallestBeautifulString(s: str, k: int) -> str:
    def is_beautiful(s: str, idx: int) -> bool:
        if idx > 0 and s[idx] == s[idx - 1]:
            return False
        if idx > 1 and s[idx] == s[idx - 2]:
            return False
        return True

    n = len(s)
    s = list(s)
    
    for i in range(n - 1, -1, -1):
        for j in range(ord(s[i]) - ord('a') + 1, k):
            s[i] = chr(ord('a') + j)
            if is_beautiful(s, i):
                for l in range(i + 1, n):
                    for m in range(k):
                        s[l] = chr(ord('a') + m)
                        if is_beautiful(s, l):
                            break
                return ''.join(s)
        s[i] = 'a'
    
    return """"",17,True,1054,1054,267 ms,"**Tests that the code passed:**

assert smallestBeautifulString(""abcz"", 26) == ""abda""
assert smallestBeautifulString(""dc"", 4) == """"

**Tests that the code failed:**

No tests failed.
","(True, True)",1
170,count-increasing-quadruplets,"
def countQuadruplets(nums: List[int]) -> int:
    n = len(nums)
    count = 0
    
    for i in range(n - 3):
        for j in range(i + 1, n - 2):
            for k in range(j + 1, n - 1):
                for l in range(k + 1, n):
                    if nums[i] < nums[k] < nums[j] < nums[l]:
                        count += 1
                        
    return count
",17,False,63,121,,"**Tests that the code passed:**

assert countQuadruplets([1,3,2,4,5]) == 2
assert countQuadruplets([1,2,3,4]) == 0

**Tests that the code failed:**

No tests failed.
","(True, True)",0
171,count-increasing-quadruplets,"from typing import List

def countQuadruplets(nums: List[int]) -> int:
    n = len(nums)
    count = 0
    
    # Iterate through all possible quadruplets
    for i in range(n - 3):
        for j in range(i + 1, n - 2):
            for k in range(j + 1, n - 1):
                for l in range(k + 1, n):
                    if nums[i] < nums[k] < nums[j] < nums[l]:
                        count += 1
    
    return count",17,False,63,121,,"**Tests that the code passed:**

assert countQuadruplets([1,3,2,4,5]) == 2
assert countQuadruplets([1,2,3,4]) == 0

**Tests that the code failed:**

No tests failed.
","(True, True)",1
172,put-marbles-in-bags,"
from typing import List

def putMarbles(weights: List[int], k: int) -> int:
    n = len(weights)
    if k == 1:
        return 0
    
    # Calculate the cost of each possible bag
    costs = [weights[i] + weights[i + 1] for i in range(n - 1)]
    
    # Sort the costs to find the minimum and maximum possible scores
    costs.sort()
    
    # The minimum score is the sum of the smallest k-1 costs
    min_score = sum(costs[:k-1])
    
    # The maximum score is the sum of the largest k-1 costs
    max_score = sum(costs[-(k-1):])
    
    return max_score - min_score
",17,True,103,103,541 ms,"**Tests that the code passed:**

assert putMarbles([1,3,5,1], 2) == 4
assert putMarbles([1,3], 2) == 0

**Tests that the code failed:**

No tests failed.
","(True, True)",0
173,put-marbles-in-bags,"from typing import List

def putMarbles(weights: List[int], k: int) -> int:
    n = len(weights)
    if k == 1 or k == n:
        return 0
    
    # Calculate the cost of each possible bag
    costs = [weights[i] + weights[i + 1] for i in range(n - 1)]
    
    # Sort the costs to find the minimum and maximum possible scores
    costs.sort()
    
    # The minimum score is the sum of the smallest k-1 costs
    min_score = sum(costs[:k-1])
    
    # The maximum score is the sum of the largest k-1 costs
    max_score = sum(costs[-(k-1):])
    
    return max_score - min_score",17,True,103,103,549 ms,"**Tests that the code passed:**

assert putMarbles([1,3,5,1], 2) == 4
assert putMarbles([1,3], 2) == 0

**Tests that the code failed:**

No tests failed.
","(True, True)",1
174,shortest-cycle-in-a-graph,"
from typing import List
from collections import deque, defaultdict

def findShortestCycle(n: int, edges: List[List[int]]) -> int:
    graph = defaultdict(list)
    for u, v in edges:
        graph[u].append(v)
        graph[v].append(u)
    
    def bfs(start):
        dist = [-1] * n
        dist[start] = 0
        queue = deque([(start, -1)])
        while queue:
            node, parent = queue.popleft()
            for neighbor in graph[node]:
                if dist[neighbor] == -1:
                    dist[neighbor] = dist[node] + 1
                    queue.append((neighbor, node))
                elif neighbor != parent:
                    return dist[node] + dist[neighbor] + 1
        return float('inf')
    
    shortest_cycle = float('inf')
    for i in range(n):
        shortest_cycle = min(shortest_cycle, bfs(i))
    
    return shortest_cycle if shortest_cycle != float('inf') else -1
",17,False,84,88,,"**Tests that the code passed:**

assert findShortestCycle(7, [[0,1],[1,2],[2,0],[3,4],[4,5],[5,6],[6,3]]) == 3
assert findShortestCycle(4, [[0,1],[0,2]]) == -1

**Tests that the code failed:**

No tests failed.
","(True, True)",0
175,shortest-cycle-in-a-graph,"from typing import List
from collections import deque, defaultdict

def findShortestCycle(n: int, edges: List[List[int]]) -> int:
    def build_graph(edges):
        graph = defaultdict(list)
        for u, v in edges:
            graph[u].append(v)
            graph[v].append(u)
        return graph

    def bfs(start, graph):
        dist = [-1] * n
        dist[start] = 0
        queue = deque([(start, -1)])
        while queue:
            node, parent = queue.popleft()
            for neighbor in graph[node]:
                if dist[neighbor] == -1:
                    dist[neighbor] = dist[node] + 1
                    queue.append((neighbor, node))
                elif neighbor != parent:
                    return dist[node] + dist[neighbor] + 1
        return float('inf')

    if not edges:
        return -1

    graph = build_graph(edges)
    shortest_cycle = float('inf')
    for i in range(n):
        shortest_cycle = min(shortest_cycle, bfs(i, graph))
        if shortest_cycle == 3:  # Early termination if the shortest possible cycle is found
            break

    return shortest_cycle if shortest_cycle != float('inf') else -1",17,False,84,88,,"**Tests that the code passed:**

assert findShortestCycle(7, [[0,1],[1,2],[2,0],[3,4],[4,5],[5,6],[6,3]]) == 3
assert findShortestCycle(4, [[0,1],[0,2]]) == -1

**Tests that the code failed:**

No tests failed.
","(True, True)",1
176,minimum-time-to-complete-all-tasks,"
from typing import List

def findMinimumTime(tasks: List[List[int]]) -> int:
    tasks.sort(key=lambda x: x[1])
    time_on = [0] * 2001
    total_time = 0

    for start, end, duration in tasks:
        current_duration = sum(time_on[start:end+1])
        remaining_duration = duration - current_duration

        if remaining_duration > 0:
            for t in range(end, start-1, -1):
                if remaining_duration == 0:
                    break
                if time_on[t] == 0:
                    time_on[t] = 1
                    total_time += 1
                    remaining_duration -= 1

    return total_time
",17,True,1059,1059,301 ms,"**Tests that the code passed:**

assert findMinimumTime([[2,3,1],[4,5,1],[1,5,2]]) == 2
assert findMinimumTime([[1,3,2],[2,5,3],[5,6,2]]) == 4

**Tests that the code failed:**

No tests failed.
","(True, True)",0
177,minimum-time-to-complete-all-tasks,"from typing import List

def findMinimumTime(tasks: List[List[int]]) -> int:
    tasks.sort(key=lambda x: x[1])
    time_on = [0] * 2001
    total_time = 0

    for start, end, duration in tasks:
        current_duration = sum(time_on[start:end+1])
        remaining_duration = duration - current_duration

        if remaining_duration > 0:
            for t in range(end, start - 1, -1):
                if time_on[t] == 0:
                    time_on[t] = 1
                    total_time += 1
                    remaining_duration -= 1
                    if remaining_duration == 0:
                        break

    return total_time",17,True,1059,1059,308 ms,"**Tests that the code passed:**

assert findMinimumTime([[2,3,1],[4,5,1],[1,5,2]]) == 2
assert findMinimumTime([[1,3,2],[2,5,3],[5,6,2]]) == 4

**Tests that the code failed:**

No tests failed.
","(True, True)",1
178,count-number-of-possible-root-nodes,"
from collections import defaultdict, deque
from typing import List

def rootCount(edges: List[List[int]], guesses: List[List[int]], k: int) -> int:
    def build_tree(edges):
        tree = defaultdict(list)
        for u, v in edges:
            tree[u].append(v)
            tree[v].append(u)
        return tree

    def dfs(node, parent):
        for neighbor in tree[node]:
            if neighbor != parent:
                parent_map[neighbor] = node
                dfs(neighbor, node)

    def count_correct_guesses(root):
        correct_count = 0
        for u, v in guesses:
            if parent_map[v] == u:
                correct_count += 1
        return correct_count

    n = len(edges) + 1
    tree = build_tree(edges)
    parent_map = [-1] * n

    # Arbitrarily choose node 0 as the initial root and build the parent map
    dfs(0, -1)

    # Count the number of correct guesses for each possible root
    possible_roots = 0
    for root in range(n):
        correct_guesses = count_correct_guesses(root)
        if correct_guesses >= k:
            possible_roots += 1

    return possible_roots
",17,False,35,51,,"**Tests that the code passed:**

assert rootCount([[0,1],[1,2],[2,3],[3,4]], [[1,0],[3,4],[2,1],[3,2]], 1) == 5

**Tests that the code failed:**

assert rootCount([[0,1],[1,2],[1,3],[4,2]], [[1,3],[0,1],[1,0],[2,4]], 3) == 3 # ERROR: This unit test fails. Output was 5, but expected value was: 3","(False, True)",0
179,count-number-of-possible-root-nodes,"from collections import defaultdict, deque
from typing import List

def rootCount(edges: List[List[int]], guesses: List[List[int]], k: int) -> int:
    def build_tree(edges):
        tree = defaultdict(list)
        for u, v in edges:
            tree[u].append(v)
            tree[v].append(u)
        return tree

    def dfs(node, parent):
        for neighbor in tree[node]:
            if neighbor != parent:
                parent_map[neighbor] = node
                dfs(neighbor, node)

    def reroot(node, parent):
        for neighbor in tree[node]:
            if neighbor != parent:
                correct_guesses[neighbor] = correct_guesses[node]
                if (node, neighbor) in guess_set:
                    correct_guesses[neighbor] -= 1
                if (neighbor, node) in guess_set:
                    correct_guesses[neighbor] += 1
                reroot(neighbor, node)

    n = len(edges) + 1
    tree = build_tree(edges)
    parent_map = [-1] * n
    guess_set = set((u, v) for u, v in guesses)

    # Arbitrarily choose node 0 as the initial root and build the parent map
    dfs(0, -1)

    # Count the number of correct guesses for the initial root
    correct_guesses = [0] * n
    for u, v in guesses:
        if parent_map[v] == u:
            correct_guesses[0] += 1

    # Reroot the tree and adjust the correct guesses count
    reroot(0, -1)

    # Count the number of possible roots
    possible_roots = sum(1 for count in correct_guesses if count >= k)

    return possible_roots",17,True,51,51,1637 ms,"**Tests that the code passed:**

assert rootCount([[0,1],[1,2],[1,3],[4,2]], [[1,3],[0,1],[1,0],[2,4]], 3) == 3
assert rootCount([[0,1],[1,2],[2,3],[3,4]], [[1,0],[3,4],[2,1],[3,2]], 1) == 5

**Tests that the code failed:**

No tests failed.
","(True, True)",1
180,number-of-ways-to-earn-points,"
from typing import List

def waysToReachTarget(target: int, types: List[List[int]]) -> int:
    MOD = 10**9 + 7
    
    # Initialize dp array where dp[i] means the number of ways to get i points
    dp = [0] * (target + 1)
    dp[0] = 1  # There's one way to get 0 points: answer no questions
    
    for count, marks in types:
        # We need to update dp array in reverse to avoid overcounting
        for t in range(target, -1, -1):
            for k in range(1, count + 1):
                if t - k * marks >= 0:
                    dp[t] = (dp[t] + dp[t - k * marks]) % MOD
                else:
                    break
    
    return dp[target]
",17,True,63,63,1172 ms,"**Tests that the code passed:**

assert waysToReachTarget(6, [[6,1],[3,2],[2,3]]) == 7
assert waysToReachTarget(5, [[50,1],[50,2],[50,5]]) == 4
assert waysToReachTarget(18, [[6,1],[3,2],[2,3]]) == 1

**Tests that the code failed:**

No tests failed.
","(True, True, True)",0
181,number-of-ways-to-earn-points,"from typing import List

def waysToReachTarget(target: int, types: List[List[int]]) -> int:
    MOD = 10**9 + 7
    
    # Initialize dp array where dp[i] means the number of ways to get i points
    dp = [0] * (target + 1)
    dp[0] = 1  # There's one way to get 0 points: answer no questions
    
    for count, marks in types:
        # Use a temporary array to store the new dp values
        new_dp = dp[:]
        for t in range(target + 1):
            for k in range(1, count + 1):
                if t + k * marks <= target:
                    new_dp[t + k * marks] = (new_dp[t + k * marks] + dp[t]) % MOD
                else:
                    break
        dp = new_dp
    
    return dp[target]",17,True,63,63,1401 ms,"**Tests that the code passed:**

assert waysToReachTarget(6, [[6,1],[3,2],[2,3]]) == 7
assert waysToReachTarget(5, [[50,1],[50,2],[50,5]]) == 4
assert waysToReachTarget(18, [[6,1],[3,2],[2,3]]) == 1

**Tests that the code failed:**

No tests failed.
","(True, True, True)",1
182,split-the-array-to-make-coprime-products,"
from typing import List
from math import gcd
from functools import reduce

def findValidSplit(nums: List[int]) -> int:
    def product(arr):
        return reduce(lambda x, y: x * y, arr, 1)
    
    n = len(nums)
    for i in range(n - 1):
        left_product = product(nums[:i + 1])
        right_product = product(nums[i + 1:])
        if gcd(left_product, right_product) == 1:
            return i
    return -1
",17,False,29,75,,"**Tests that the code passed:**

assert findValidSplit([4,7,8,15,3,5]) == 2
assert findValidSplit([4,7,15,8,3,5]) == -1

**Tests that the code failed:**

No tests failed.
","(True, True)",0
183,split-the-array-to-make-coprime-products,"from typing import List
from math import gcd

def findValidSplit(nums: List[int]) -> int:
    n = len(nums)
    left_product = 1
    right_product = 1
    
    # Calculate the product of the entire array
    for num in nums:
        right_product *= num
    
    for i in range(n - 1):
        left_product *= nums[i]
        right_product //= nums[i]
        
        if gcd(left_product, right_product) == 1:
            return i
    return -1",17,False,31,75,,"**Tests that the code passed:**

assert findValidSplit([4,7,8,15,3,5]) == 2
assert findValidSplit([4,7,15,8,3,5]) == -1

**Tests that the code failed:**

No tests failed.
","(True, True)",1
184,time-to-cross-a-bridge,"
from typing import List
import heapq

def findCrossingTime(n: int, k: int, time: List[List[int]]) -> int:
    workers = sorted([(i, t[0] + t[2], t) for i, t in enumerate(time)], key=lambda x: (x[1], x[0]))
    left_waiting = [(0, i) for i in range(k)]
    right_waiting = []
    left_crossing = []
    right_crossing = []
    current_time = 0
    boxes_moved = 0

    while boxes_moved < n or right_crossing or right_waiting:
        while left_crossing and left_crossing[0][0] <= current_time:
            _, i = heapq.heappop(left_crossing)
            heapq.heappush(left_waiting, (current_time + time[i][3], i))
        
        while right_crossing and right_crossing[0][0] <= current_time:
            _, i = heapq.heappop(right_crossing)
            heapq.heappush(right_waiting, (current_time + time[i][1], i))
            boxes_moved += 1

        if right_waiting:
            _, i = heapq.heappop(right_waiting)
            heapq.heappush(left_crossing, (current_time + time[i][2], i))
            current_time += time[i][2]
        elif left_waiting and boxes_moved < n:
            _, i = heapq.heappop(left_waiting)
            heapq.heappush(right_crossing, (current_time + time[i][0], i))
            current_time += time[i][0]
        else:
            if right_crossing:
                current_time = right_crossing[0][0]
            elif left_crossing:
                current_time = left_crossing[0][0]

    return current_time
",17,False,2,65,,"**Tests that the code passed:**

No tests passed.


**Tests that the code failed:**

assert findCrossingTime(1, 3, [[1,1,2,1],[1,1,3,1],[1,1,4,1]]) == 6 # ERROR: This unit test fails. Output was 3, but expected value was: 6
assert findCrossingTime(3, 2, [[1,9,1,8],[10,10,10,10]]) == 50 # ERROR: This unit test fails. Output was 24, but expected value was: 50","(False, False)",0
185,time-to-cross-a-bridge,"from typing import List
import heapq

def findCrossingTime(n: int, k: int, time: List[List[int]]) -> int:
    workers = sorted([(i, t[0] + t[2], t) for i, t in enumerate(time)], key=lambda x: (x[1], x[0]))
    left_waiting = [(0, i) for i in range(k)]
    right_waiting = []
    left_crossing = []
    right_crossing = []
    current_time = 0
    boxes_moved = 0

    while boxes_moved < n or right_crossing or right_waiting or left_crossing:
        while left_crossing and left_crossing[0][0] <= current_time:
            _, i = heapq.heappop(left_crossing)
            heapq.heappush(left_waiting, (current_time, i))
        
        while right_crossing and right_crossing[0][0] <= current_time:
            _, i = heapq.heappop(right_crossing)
            heapq.heappush(right_waiting, (current_time, i))
            boxes_moved += 1

        if right_waiting:
            _, i = heapq.heappop(right_waiting)
            current_time += time[i][2]  # Add time to cross back to the left bank
            heapq.heappush(left_crossing, (current_time + time[i][3], i))  # Add time to put down the box
        elif left_waiting and boxes_moved < n:
            _, i = heapq.heappop(left_waiting)
            current_time += time[i][0]  # Add time to cross to the right bank
            heapq.heappush(right_crossing, (current_time + time[i][1], i))  # Add time to pick up the box
        else:
            if right_crossing:
                current_time = right_crossing[0][0]
            elif left_crossing:
                current_time = left_crossing[0][0]

    return current_time",17,False,2,65,,,,1
186,check-if-point-is-reachable,"
def isReachable(targetX: int, targetY: int) -> bool:
    def gcd(a, b):
        while b:
            a, b = b, a % b
        return a

    # Reduce targetX and targetY by dividing by 2 until they are odd
    while targetX % 2 == 0:
        targetX //= 2
    while targetY % 2 == 0:
        targetY //= 2

    # Check if the gcd of the reduced targetX and targetY is 1
    return gcd(targetX, targetY) == 1

# Example usage:
# print(isReachable(6, 9))  # Output: False
# print(isReachable(4, 7))  # Output: True
",17,True,60,60,40 ms,"**Tests that the code passed:**

assert isReachable(6, 9) == False
assert isReachable(4, 7) == True

**Tests that the code failed:**

No tests failed.
","(True, True)",0
187,check-if-point-is-reachable,"def isReachable(targetX: int, targetY: int) -> bool:
    """"""
    Determine if the point (targetX, targetY) can be reached from (1, 1) using a finite number of steps.
    Steps allowed:
    - (x, y - x)
    - (x - y, y)
    - (2 * x, y)
    - (x, 2 * y)
    
    Args:
    targetX (int): X-coordinate of the target point.
    targetY (int): Y-coordinate of the target point.
    
    Returns:
    bool: True if the target point can be reached, False otherwise.
    """"""
    
    def gcd(a, b):
        while b:
            a, b = b, a % b
        return a

    # Early termination if the target is already the starting point
    if targetX == 1 and targetY == 1:
        return True

    # Reduce targetX and targetY by dividing by 2 until they are odd
    while targetX % 2 == 0:
        targetX //= 2
        if targetX == 1:
            return targetY % 2 == 1 or targetY == 1
    while targetY % 2 == 0:
        targetY //= 2
        if targetY == 1:
            return targetX % 2 == 1 or targetX == 1

    # Check if the gcd of the reduced targetX and targetY is 1
    return gcd(targetX, targetY) == 1

# Example usage:
# print(isReachable(6, 9))  # Output: False
# print(isReachable(4, 7))  # Output: True",17,False,-1,-1,-1,"**Tests that the code passed:**

assert isReachable(6, 9) == False
assert isReachable(4, 7) == True

**Tests that the code failed:**

No tests failed.
","(True, True)",1
